passage_id,section_id,text_characters,text_words,footnote_words,title_words
4.11-c8-s2,4.11,1225,220,201,6
4.11-c8-s3,4.11,1375,251,201,6
4.11-c8-s4,4.11,1518,262,201,6
4.11-c8-s5,4.11,1606,286,201,6
4.11-c8-s6,4.11,779,150,201,6
4.11-c9-s1,4.11,1977,357,35,5
4.11-c9-s2,4.11,1849,344,35,5
4.11-c9-s3,4.11,47,8,35,5
4.11-c9-s4,4.11,1854,329,35,5
4.11-c9-s5,4.11,1059,196,35,5
4.11-c9-s6,4.11,1113,204,35,5
4.11-c9-s7,4.11,1602,293,35,5
4.11-c9-s8,4.11,804,146,35,5
4.11-c9-s9,4.11,1268,236,35,5
4.11-c9-s10,4.11,2240,366,35,5
4.11-c9-s11,4.11,2254,390,35,5
4.11-c9-s12,4.11,1944,346,35,5
4.11-c9-s13,4.11,831,147,35,5
4.11-c9-s14,4.11,1682,302,35,5
4.11-c9-s15,4.11,1054,182,35,5
4.11.1-c1-s1,4.11.1,1396,239,0,10
4.11.1-c2-s1,4.11.1,1906,300,80,7
4.11.1-c3-s1,4.11.1,1487,234,28,8
4.11.2-c1-s1,4.11.2,965,155,0,9
4.12-c1-s1,4.12,1609,268,0,3
4.12-c2-s1,4.12,1631,273,166,5
4.12-c3-s1,4.12,2275,377,0,9
4.12-c3-s2,4.12,1139,189,0,9
4.12-c4-s1,4.12,1603,279,0,9
4.12-c4-s2,4.12,964,147,0,9
4.12-c5-s1,4.12,829,126,0,4
4.12-c6-s1,4.12,2443,376,8,5
4.12-c6-s2,4.12,1114,193,8,5
4.12-c7-s1,4.12,2390,404,250,8
4.12-c7-s2,4.12,2636,439,250,8
4.12-c7-s3,4.12,634,100,250,8
4.12-c7-s4,4.12,1689,302,250,8
4.12-c7-s5,4.12,667,115,250,8
4.12-c7-s6,4.12,24,3,250,8
4.12-c7-s7,4.12,1443,267,250,8
4.12-c7-s8,4.12,457,81,250,8
4.12-c7-s9,4.12,23,3,250,8
4.12-c7-s10,4.12,1658,310,250,8
4.12-c7-s11,4.12,166,29,250,8
4.12-c7-s12,4.12,924,142,250,8
4.12-c7-s13,4.12,1846,332,250,8
4.12-c7-s14,4.12,1707,298,250,8
4.12-c7-s15,4.12,1835,319,250,8
4.12-c7-s16,4.12,1232,218,250,8
4.12-c7-s17,4.12,1880,328,250,8
4.12-c7-s18,4.12,2098,324,250,8
4.12-c7-s19,4.12,1057,176,250,8
4.12-c7-s20,4.12,1960,330,250,8
4.12-c7-s21,4.12,41,6,250,8
4.12-c7-s22,4.12,2040,364,250,8
4.12-c7-s23,4.12,207,35,250,8
4.12-c7-s24,4.12,1239,196,250,8
4.12-c7-s25,4.12,1963,332,250,8
4.12-c7-s26,4.12,924,154,250,8
4.12-c7-s27,4.12,1541,255,250,8
4.12-c7-s28,4.12,1732,303,250,8
4.12-c7-s29,4.12,2004,345,250,8
4.12-c7-s30,4.12,2134,363,250,8
4.12-c7-s31,4.12,2688,426,250,8
4.12-c7-s32,4.12,36,5,250,8
4.12-c7-s33,4.12,2016,338,250,8
4.12-c7-s34,4.12,245,41,250,8
4.12-c7-s35,4.12,2013,348,250,8
4.12-c7-s36,4.12,1632,297,250,8
4.12-c7-s37,4.12,1814,301,250,8
4.12-c7-s38,4.12,1932,308,250,8
4.12-c7-s39,4.12,1423,259,250,8
4.12.1-c1-s1,4.12.1,782,120,38,4
4.12.1-c2-s1,4.12.1,2571,410,82,5
4.12.1-c3-s1,4.12.1,1205,185,0,6
4.12.1-c4-s1,4.12.1,2627,411,0,9
4.12.1-c4-s2,4.12.1,2114,341,0,9
4.12.1-c4-s3,4.12.1,1810,282,0,9
4.12.1-c5-s1,4.12.1,2584,412,0,5
4.12.1-c6-s1,4.12.1,472,79,0,2
4.12.2-c1-s1,4.12.2,2715,426,56,4
4.12.2-c1-s2,4.12.2,1277,222,56,4
4.12.2-c1-s3,4.12.2,1491,238,56,4
4.12.3-c1-s1,4.12.3,833,133,0,5
4.12.4-c1-s1,4.12.4,864,144,0,4
4.12.5-c1-s1,4.12.5,639,110,0,4
4.13.1-c1-s1,4.13.1,1663,273,112,6
4.13.1-c1-s2,4.13.1,1903,301,112,6
4.13.1-c1-s3,4.13.1,865,141,112,6
4.13.1-c2-s1,4.13.1,1982,330,89,5
4.13.1-c2-s2,4.13.1,1660,279,89,5
4.13.1-c3-s1,4.13.1,357,65,32,5
4.13.1-c3-s2,4.13.1,1626,288,32,5
4.13.1-c3-s3,4.13.1,749,129,32,5
4.13.1-c3-s4,4.13.1,1133,190,32,5
4.13.1-c4-s1,4.13.1,1313,227,94,5
4.13.1-c4-s2,4.13.1,1016,183,94,5
4.13.1-c5-s1,4.13.1,915,150,30,3
4.13.1-c5-s2,4.13.1,1336,235,30,3
4.13.1-c5-s3,4.13.1,1480,269,30,3
4.13.1-c5-s4,4.13.1,1040,186,30,3
4.13.1-c5-s5,4.13.1,2040,360,30,3
4.13.1-c5-s6,4.13.1,1634,287,30,3
4.13.1-c5-s7,4.13.1,2085,338,30,3
4.13.1-c5-s8,4.13.1,1780,290,30,3
4.13.1-c5-s9,4.13.1,28,5,30,3
4.13.1.1-c1-s1,4.13.1.1,2363,352,37,5
4.13.1.2-c1-s1,4.13.1.2,2374,373,0,5
4.13.1.2-c1-s2,4.13.1.2,602,92,0,5
4.13.1.3-c1-s1,4.13.1.3,1696,279,0,5
4.13.2-c1-s1,4.13.2,1154,195,0,3
4.13.2-c2-s1,4.13.2,36,6,42,6
4.13.2-c2-s2,4.13.2,2383,402,42,6
4.13.2-c2-s3,4.13.2,1984,358,42,6
4.13.2-c2-s4,4.13.2,643,109,42,6
4.13.2-c3-s1,4.13.2,838,144,0,4
4.13.2-c4-s1,4.13.2,1930,334,0,3
4.13.2-c4-s2,4.13.2,2160,384,0,3
4.13.2-c4-s3,4.13.2,2298,387,0,3
4.13.2-c4-s4,4.13.2,1443,264,0,3
4.13.2-c4-s5,4.13.2,897,167,0,3
4.13.2.1-c1-s1,4.13.2.1,1069,170,142,4
4.13.2.1-c1-s2,4.13.2.1,2049,314,142,4
4.13.3-c1-s1,4.13.3,465,71,0,3
4.13.3-c2-s1,4.13.3,1401,238,39,6
4.13.3-c3-s1,4.13.3,815,136,0,5
4.13.3-c4-s1,4.13.3,540,94,0,6
4.13.3-c5-s1,4.13.3,1155,192,25,3
4.13.3-c5-s2,4.13.3,1315,224,25,3
4.13.3.1-c1-s1,4.13.3.1,1707,273,11,4
4.13.3.1-c2-s1,4.13.3.1,639,103,17,4
4.13.4-c1-s1,4.13.4,438,67,0,3
4.13.4-c2-s1,4.13.4,663,112,0,4
4.13.4-c3-s1,4.13.4,310,54,0,8
4.13.4-c4-s1,4.13.4,18,3,0,3
4.13.4-c4-s2,4.13.4,1488,270,0,3
4.13.4-c4-s3,4.13.4,1357,244,0,3
4.13.4-c4-s4,4.13.4,26,5,0,3
4.13.4.1-c1-s1,4.13.4.1,1193,186,0,6
4.13.4.1-c2-s1,4.13.4.1,1758,268,52,4
4.13.4.2-c1-s1,4.13.4.2,2210,343,35,6
4.13.4.2-c2-s1,4.13.4.2,721,116,38,4
4.13.4.2-c3-s1,4.13.4.2,722,114,17,4
4.13.4.3-c1-s1,4.13.4.3,2377,369,121,6
4.13.4.3-c1-s2,4.13.4.3,1313,216,121,6
4.14-c1-s1,4.14,1442,229,38,9
4.14-c2-s1,4.14,2288,379,155,5
4.14-c2-s2,4.14,506,88,155,5
4.14-c2-s3,4.14,1992,337,155,5
4.14-c2-s4,4.14,1534,255,155,5
4.14-c2-s5,4.14,825,138,155,5
4.14-c2-s6,4.14,1574,275,155,5
4.14-c2-s7,4.14,594,109,155,5
4.14-c2-s8,4.14,1728,287,155,5
4.14-c2-s9,4.14,1975,312,155,5
4.14-c2-s10,4.14,765,118,155,5
4.14-c2-s11,4.14,57,8,155,5
4.14-c2-s12,4.14,1805,308,155,5
4.14-c2-s13,4.14,855,142,155,5
4.14-c2-s14,4.14,1471,248,155,5
4.14-c2-s15,4.14,2121,370,155,5
4.14-c2-s16,4.14,1091,199,155,5
4.14-c2-s17,4.14,2038,359,155,5
4.14-c2-s18,4.14,565,96,155,5
4.14-c2-s19,4.14,2082,337,155,5
4.14-c2-s20,4.14,1883,340,155,5
4.14-c2-s21,4.14,236,44,155,5
4.14-c2-s22,4.14,1965,340,155,5
4.14-c2-s23,4.14,1868,326,155,5
4.14-c2-s24,4.14,959,155,155,5
4.14.1-c1-s1,4.14.1,1275,214,19,6
4.14.1-c2-s1,4.14.1,1838,311,0,6
4.14.1-c3-s1,4.14.1,338,57,0,2
4.14.2-c1-s1,4.14.2,2139,345,28,5
4.14.2-c2-s1,4.14.2,456,64,0,5
4.14.2-c3-s1,4.14.2,298,49,0,5
4.14.3-c1-s1,4.14.3,1598,242,0,5
4.14.3-c2-s1,4.14.3,298,49,0,5
4.14.4-c1-s1,4.14.4,724,126,0,4
4.14.4-c1-s2,4.14.4,1688,272,0,4
4.14.4-c2-s1,4.14.4,276,44,0,5
4.14.4-c3-s1,4.14.4,872,144,0,6
4.15-c1-s1,4.15,415,69,0,8
4.15-c2-s1,4.15,480,87,0,9
4.15-c3-s1,4.15,1645,288,198,7
4.15-c3-s2,4.15,1816,302,198,7
4.15-c3-s3,4.15,1286,228,198,7
4.15-c3-s4,4.15,1304,215,198,7
4.15-c3-s5,4.15,1554,288,198,7
4.15-c3-s6,4.15,365,63,198,7
4.15-c4-s1,4.15,1745,312,24,4
4.15-c5-s1,4.15,44,8,0,8
4.15-c5-s2,4.15,1770,317,0,8
4.15-c5-s3,4.15,912,167,0,8
4.15-c6-s1,4.15,1950,347,0,9
4.15-c7-s1,4.15,1899,344,93,5
4.15-c7-s2,4.15,1987,343,93,5
4.15-c7-s3,4.15,1655,305,93,5
4.15-c7-s4,4.15,1979,363,93,5
4.15.1-c1-s1,4.15.1,574,98,0,7
4.15.1-c1-s2,4.15.1,2224,389,0,7
4.16-c1-s1,4.16,991,183,0,7
4.16-c2-s1,4.16,1643,294,0,8
4.16-c3-s1,4.16,1463,269,0,2
4.16-c4-s1,4.16,2095,364,29,2
4.16-c4-s2,4.16,1368,247,29,2
4.16-c4-s3,4.16,1928,353,29,2
4.16-c4-s4,4.16,2193,401,29,2
4.16-c4-s5,4.16,1705,315,29,2
4.16-c4-s6,4.16,291,55,29,2
4.16.1-c1-s1,4.16.1,468,85,67,5
4.16.1-c1-s2,4.16.1,2125,341,67,5
4.16.1-c1-s3,4.16.1,1157,189,67,5
4.17-c1-s1,4.17,711,116,0,3
4.17-c2-s1,4.17,1488,256,64,5
4.17-c2-s2,4.17,1658,270,64,5
4.17-c2-s3,4.17,921,159,64,5
4.17-c3-s1,4.17,210,36,0,9
4.17-c4-s1,4.17,1878,307,23,9
4.17-c4-s2,4.17,1555,262,23,9
4.17-c4-s3,4.17,427,79,23,9
4.17-c4-s4,4.17,41,6,23,9
4.17-c4-s5,4.17,1387,262,23,9
4.17-c4-s6,4.17,470,80,23,9
4.17-c5-s1,4.17,898,163,86,5
4.17-c5-s2,4.17,1181,212,86,5
4.17-c5-s3,4.17,1879,321,86,5
4.17-c5-s4,4.17,1324,223,86,5
4.17-c6-s1,4.17,639,97,76,7
4.17-c6-s2,4.17,1831,329,76,7
4.17-c6-s3,4.17,1725,312,76,7
4.17-c6-s4,4.17,395,67,76,7
4.17-c6-s5,4.17,1679,292,76,7
4.17-c6-s6,4.17,886,152,76,7
4.17-c6-s7,4.17,1624,290,76,7
4.17-c6-s8,4.17,1530,266,76,7
4.17-c7-s1,4.17,430,78,0,5
4.17.1-c1-s1,4.17.1,1659,271,49,6
4.17.2-c1-s1,4.17.2,1904,309,104,7
4.17.2-c1-s2,4.17.2,956,171,104,7
4.17.3-c1-s1,4.17.3,1035,154,5,7
4.17.4-c1-s1,4.17.4,1062,188,0,6
4.18-c1-s1,4.18,706,116,0,3
4.18-c2-s1,4.18,1873,315,82,5
4.18-c2-s2,4.18,1389,220,82,5
4.18-c2-s3,4.18,1079,186,82,5
4.18-c3-s1,4.18,2201,352,42,7
4.18-c3-s2,4.18,1398,255,42,7
4.18-c3-s3,4.18,476,80,42,7
4.18-c4-s1,4.18,781,134,0,5
4.18-c4-s2,4.18,1179,220,0,5
4.18-c4-s3,4.18,1411,249,0,5
4.18-c4-s4,4.18,871,156,0,5
4.18-c5-s1,4.18,667,103,0,7
4.18-c5-s2,4.18,1991,343,0,7
4.18-c5-s3,4.18,1885,324,0,7
4.18-c5-s4,4.18,619,102,0,7
4.18-c5-s5,4.18,1664,278,0,7
4.18-c5-s6,4.18,1551,273,0,7
4.18-c5-s7,4.18,1365,219,0,7
4.18-c6-s1,4.18,338,54,0,5
4.18-c7-s1,4.18,438,79,0,5
4.18.1-c1-s1,4.18.1,1188,188,110,4
4.18.1-c2-s1,4.18.1,549,83,0,9
4.18.1-c3-s1,4.18.1,734,114,0,9
4.18.1-c4-s1,4.18.1,1142,181,19,11
4.19-c1-s1,4.19,916,149,0,7
4.19-c2-s1,4.19,647,115,71,13
4.19-c2-s2,4.19,1838,306,71,13
4.19-c2-s3,4.19,986,172,71,13
4.19-c2-s4,4.19,1953,301,71,13
4.19-c2-s5,4.19,697,128,71,13
4.19-c2-s6,4.19,1750,271,71,13
4.19-c2-s7,4.19,1802,315,71,13
4.19-c2-s8,4.19,1857,315,71,13
4.19-c2-s9,4.19,706,117,71,13
4.19-c3-s1,4.19,743,127,0,6
4.19-c4-s1,4.19,45,6,0,6
4.19-c4-s2,4.19,1972,344,0,6
4.19-c4-s3,4.19,376,67,0,6
4.19-c4-s4,4.19,1744,302,0,6
4.19-c4-s5,4.19,1697,294,0,6
4.19-c5-s1,4.19,884,149,0,5
4.19-c6-s1,4.19,438,79,0,5
4.19.1-c1-s1,4.19.1,2349,392,19,8
4.19.2-c1-s1,4.19.2,1364,217,16,12
4.20-c1-s1,4.20,397,63,0,3
4.20-c2-s1,4.20,1268,218,21,8
4.20-c3-s1,4.20,922,163,63,7
4.20-c4-s1,4.20,1765,306,61,3
4.20-c4-s2,4.20,1134,195,61,3
4.20-c4-s3,4.20,1147,189,61,3
4.20-c5-s1,4.20,2148,384,0,9
4.20-c5-s2,4.20,26,5,0,9
4.20.1-c1-s1,4.20.1,1951,320,0,4
4.20.1-c2-s1,4.20.1,1951,310,0,4
4.20.1-c3-s1,4.20.1,259,42,0,3
4.20.1-c4-s1,4.20.1,378,61,0,4
4.21-c1-s1,4.21,1881,328,0,4
4.21-c2-s1,4.21,2073,370,560,10
4.21-c2-s2,4.21,619,103,560,10
4.21-c2-s3,4.21,2083,361,560,10
4.21-c2-s4,4.21,422,70,560,10
4.21-c2-s5,4.21,507,92,560,10
4.21-c2-s6,4.21,1364,245,560,10
4.21-c2-s7,4.21,947,185,560,10
4.21-c2-s8,4.21,1896,324,560,10
4.21-c2-s9,4.21,992,174,560,10
4.21-c2-s10,4.21,1688,301,560,10
4.21-c2-s11,4.21,1048,184,560,10
4.21-c2-s12,4.21,1651,275,560,10
4.21-c2-s13,4.21,790,140,560,10
4.21-c2-s14,4.21,1763,309,560,10
4.21-c3-s1,4.21,590,104,0,5
4.21-c3-s2,4.21,2077,377,0,5
4.21-c3-s3,4.21,237,43,0,5
4.21-c3-s4,4.21,846,140,0,5
4.21-c3-s5,4.21,2094,354,0,5
4.21-c3-s6,4.21,504,84,0,5
4.21-c3-s7,4.21,702,117,0,5
4.21-c4-s1,4.21,758,132,0,8
4.21-c5-s1,4.21,1731,296,0,5
4.21-c5-s2,4.21,753,121,0,5
4.21-c5-s3,4.21,1230,238,0,5
4.21-c5-s4,4.21,308,59,0,5
4.21-c5-s5,4.21,1889,318,0,5
4.21-c5-s6,4.21,2018,352,0,5
4.21-c5-s7,4.21,1677,281,0,5
4.21-c5-s8,4.21,1105,186,0,5
4.21-c6-s1,4.21,1807,331,0,13
4.21-c6-s2,4.21,1590,278,0,13
4.21-c6-s3,4.21,699,133,0,13
4.21-c7-s1,4.21,763,131,0,17
4.21-c8-s1,4.21,1513,233,0,3
4.21.1-c1-s1,4.21.1,1783,297,0,5
4.21.1-c1-s2,4.21.1,1792,282,0,5
4.22-c1-s1,4.22,546,87,0,5
4.22-c2-s1,4.22,1902,325,299,9
4.22-c2-s2,4.22,1843,340,299,9
4.22-c2-s3,4.22,2097,362,299,9
4.22-c2-s4,4.22,1258,228,299,9
4.22-c2-s5,4.22,1891,325,299,9
4.22-c2-s6,4.22,1201,219,299,9
4.22-c2-s7,4.22,1925,331,299,9
4.22-c2-s8,4.22,2184,376,299,9
4.22-c2-s9,4.22,1928,341,299,9
4.22-c2-s10,4.22,597,101,299,9
4.22.1-c1-s1,4.22.1,808,132,25,5
4.22.1-c2-s1,4.22.1,1486,250,0,6
4.22.1-c2-s2,4.22.1,1369,227,0,6
4.22.1-c2-s3,4.22.1,2271,365,0,6
4.22.1-c2-s4,4.22.1,1889,298,0,6
4.23-c1-s1,4.23,591,102,0,4
4.23-c2-s1,4.23,1769,316,112,5
4.23-c2-s2,4.23,1904,331,112,5
4.23-c2-s3,4.23,1728,294,112,5
4.23-c2-s4,4.23,1647,288,112,5
4.23-c2-s5,4.23,803,145,112,5
4.23.1-c1-s1,4.23.1,607,97,29,6
4.23.1-c1-s2,4.23.1,1904,293,29,6
4.23.1-c2-s1,4.23.1,2359,386,40,2
4.23.1-c2-s2,4.23.1,365,61,40,2
4.23.1-c2-s3,4.23.1,2352,371,40,2
4.23.1-c2-s4,4.23.1,417,74,40,2
4.24-c1-s1,4.24,907,158,26,5
4.25-c1-s1,4.25,1871,328,0,2
4.25-c2-s1,4.25,1355,241,0,5
4.25-c2-s2,4.25,1553,273,0,5
4.25-c2-s3,4.25,2141,373,0,5
4.25-c2-s4,4.25,744,130,0,5
4.25-c2-s5,4.25,26,5,0,5
4.25.1-c1-s1,4.25.1,1979,334,22,3
5.1-c1-s1,5.1,423,69,0,2
5.1-c2-s1,5.1,1564,249,0,4
5.1-c3-s1,5.1,1578,273,79,4
5.1-c3-s2,5.1,1002,177,79,4
5.1-c4-s1,5.1,665,105,0,4
5.1-c5-s1,5.1,26,3,0,3
5.1-c5-s2,5.1,2257,354,0,3
5.1-c5-s3,5.1,409,69,0,3
5.1-c6-s1,5.1,1727,304,63,5
5.1-c7-s1,5.1,241,40,0,4
5.2-c1-s1,5.2,2110,331,0,5
5.2-c2-s1,5.2,35,5,0,5
5.2-c2-s2,5.2,2204,364,0,5
5.2-c2-s3,5.2,784,141,0,5
5.2-c3-s1,5.2,320,45,0,6
5.2-c4-s1,5.2,42,5,63,5
5.2-c4-s2,5.2,2053,343,63,5
5.2-c4-s3,5.2,709,120,63,5
5.2-c4-s4,5.2,44,8,63,5
5.2-c4-s5,5.2,1879,332,63,5
5.2-c4-s6,5.2,1141,193,63,5
5.2-c4-s7,5.2,1973,348,63,5
5.2-c4-s8,5.2,1877,324,63,5
5.2-c4-s9,5.2,1957,334,63,5
5.2-c4-s10,5.2,1552,263,63,5
5.2-c4-s11,5.2,1260,215,63,5
5.2-c5-s1,5.2,2012,343,74,5
5.2-c5-s2,5.2,1621,290,74,5
5.2-c5-s3,5.2,1784,316,74,5
5.2-c5-s4,5.2,526,97,74,5
5.2-c6-s1,5.2,430,70,0,6
5.2-c7-s1,5.2,45,8,0,8
5.2-c7-s2,5.2,1622,300,0,8
5.2-c7-s3,5.2,859,156,0,8
5.2-c8-s1,5.2,1190,210,0,4
5.2-c9-s1,5.2,521,81,0,2
5.2-c9-s2,5.2,2006,340,0,2
5.2-c10-s1,5.2,13,2,57,2
5.2-c10-s2,5.2,2040,361,57,2
5.2-c10-s3,5.2,1401,241,57,2
5.2-c11-s1,5.2,1809,308,0,5
5.2.5-c1-s1,5.2.5,1439,239,98,8
5.2.5-c1-s2,5.2.5,2423,429,98,8
5.2.5-c1-s3,5.2.5,2253,380,98,8
5.2.5-c1-s4,5.2.5,1962,305,98,8
5.2.5-c2-s1,5.2.5,568,88,0,4
5.2.5-c3-s1,5.2.5,365,51,0,4
5.2.5-c4-s1,5.2.5,588,94,0,12
5.2.5-c5-s1,5.2.5,196,31,0,6
5.2.5-c6-s1,5.2.5,650,113,0,2
5.3-c1-s1,5.3,1696,293,0,5
5.3-c2-s1,5.3,880,157,0,10
5.3-c3-s1,5.3,972,185,103,11
5.3-c3-s2,5.3,1705,313,103,11
5.3-c3-s3,5.3,1972,355,103,11
5.3-c3-s4,5.3,1923,330,103,11
5.3-c3-s5,5.3,1062,189,103,11
5.3-c3-s6,5.3,183,35,103,11
5.3-c4-s1,5.3,1338,237,0,6
5.3-c5-s1,5.3,1038,188,76,6
5.3-c5-s2,5.3,1388,258,76,6
5.3-c5-s3,5.3,1056,196,76,6
5.3-c6-s1,5.3,1565,295,0,4
5.3-c7-s1,5.3,511,91,0,2
5.3-c8-s1,5.3,698,119,0,6
5.3.1-c1-s1,5.3.1,1612,272,100,5
5.3.1-c1-s2,5.3.1,2490,418,100,5
5.3.1-c1-s3,5.3.1,2434,410,100,5
5.3.1-c1-s4,5.3.1,1313,209,100,5
5.3.1-c2-s1,5.3.1,845,135,0,2
5.3.1-c3-s1,5.3.1,2515,426,0,6
5.3.1-c3-s2,5.3.1,224,41,0,6
5.3.1-c4-s1,5.3.1,1457,245,0,4
5.3.1-c5-s1,5.3.1,929,159,48,2
5.3.2-c1-s1,5.3.2,111,15,101,5
5.3.2-c1-s2,5.3.2,2253,395,101,5
5.3.2-c1-s3,5.3.2,375,70,101,5
5.3.2-c1-s4,5.3.2,29,5,101,5
5.4-c1-s1,5.4,58,8,0,5
5.4-c1-s2,5.4,1720,292,0,5
5.4-c1-s3,5.4,362,69,0,5
5.4-c2-s1,5.4,540,90,0,6
5.4-c3-s1,5.4,1155,204,0,6
5.4-c4-s1,5.4,23,4,39,4
5.4-c4-s2,5.4,1777,317,39,4
5.4-c4-s3,5.4,238,41,39,4
5.4-c4-s4,5.4,29,5,39,4
5.4.1-c1-s1,5.4.1,2018,336,94,5
5.4.1-c1-s2,5.4.1,2302,381,94,5
5.4.1-c1-s3,5.4.1,2576,431,94,5
5.4.1-c1-s4,5.4.1,883,148,94,5
5.4.1-c2-s1,5.4.1,844,141,38,5
5.4.1-c3-s1,5.4.1,1112,179,30,4
5.4.1-c4-s1,5.4.1,766,136,0,2
5.4.2-c1-s1,5.4.2,2139,370,84,5
5.5-c1-s1,5.5,902,143,163,7
5.5-c1-s2,5.5,1298,232,163,7
5.5-c1-s3,5.5,1031,175,163,7
5.5-c2-s1,5.5,1045,164,147,2
5.5-c2-s2,5.5,1887,319,147,2
5.5-c2-s3,5.5,503,88,147,2
5.5-c2-s4,5.5,1560,276,147,2
5.5-c2-s5,5.5,768,132,147,2
5.5-c2-s6,5.5,30,4,147,2
5.5-c2-s7,5.5,1940,328,147,2
5.5-c2-s8,5.5,542,83,147,2
5.5-c2-s9,5.5,1242,205,147,2
5.5-c2-s10,5.5,1672,290,147,2
5.5-c2-s11,5.5,1445,254,147,2
5.5-c2-s12,5.5,1385,265,147,2
5.5-c2-s13,5.5,2021,349,147,2
5.5-c2-s14,5.5,1632,293,147,2
5.5-c2-s15,5.5,1815,318,147,2
5.5-c2-s16,5.5,856,159,147,2
5.5-c3-s1,5.5,1017,169,0,5
5.5-c4-s1,5.5,721,122,0,2
5.5.1-c1-s1,5.5.1,2280,367,18,5
5.5.1-c2-s1,5.5.1,1035,158,70,2
5.5.1-c3-s1,5.5.1,2231,362,0,5
5.5.1-c4-s1,5.5.1,1857,296,0,2
5.5.1-c5-s1,5.5.1,913,149,0,6
5.5.2-c1-s1,5.5.2,1811,300,70,5
5.5.3-c1-s1,5.5.3,2258,369,18,5
5.5.3-c2-s1,5.5.3,1019,158,70,2
5.5.3-c3-s1,5.5.3,606,96,0,5
5.5.3-c3-s2,5.5.3,2355,383,0,5
5.5.3-c3-s3,5.5.3,1727,290,0,5
5.5.3-c4-s1,5.5.3,1853,296,0,2
5.5.3-c5-s1,5.5.3,921,150,0,6
5.5.4-c1-s1,5.5.4,2251,386,70,5
5.5.4-c1-s2,5.5.4,27,5,70,5
5.6-c1-s1,5.6,467,85,0,3
5.6-c2-s1,5.6,2169,359,143,2
5.6-c2-s2,5.6,1247,223,143,2
5.6-c2-s3,5.6,924,159,143,2
5.6-c2-s4,5.6,1650,272,143,2
5.6-c2-s5,5.6,935,168,143,2
5.6-c2-s6,5.6,313,56,143,2
5.6.1-c1-s1,5.6.1,2451,402,4,4
5.6.1-c2-s1,5.6.1,459,72,0,3
5.6.1-c3-s1,5.6.1,912,137,0,4
5.6.1-c4-s1,5.6.1,1312,202,0,2
5.6.1-c5-s1,5.6.1,561,90,0,3
5.6.1-c6-s1,5.6.1,752,127,0,2
5.6.2-c1-s1,5.6.2,2203,366,0,4
5.7-c1-s1,5.7,1041,161,0,5
5.7-c2-s1,5.7,749,115,0,2
5.7-c2-s2,5.7,1675,264,0,2
5.7-c2-s3,5.7,1331,233,0,2
5.7-c2-s4,5.7,1759,303,0,2
5.7-c2-s5,5.7,1704,293,0,2
5.7-c2-s6,5.7,41,5,0,2
5.7-c2-s7,5.7,1963,322,0,2
5.7-c2-s8,5.7,380,70,0,2
5.7-c2-s9,5.7,12,2,0,2
5.7-c2-s10,5.7,1940,325,0,2
5.7-c2-s11,5.7,712,115,0,2
5.7-c2-s12,5.7,19,4,0,2
5.7-c2-s13,5.7,1694,297,0,2
5.7-c2-s14,5.7,1685,287,0,2
5.7-c2-s15,5.7,44,7,0,2
5.7-c2-s16,5.7,1929,335,0,2
5.7-c2-s17,5.7,636,99,0,2
5.7-c3-s1,5.7,2221,359,0,2
5.7-c4-s1,5.7,1867,298,0,7
5.7-c5-s1,5.7,518,84,0,4
5.7-c6-s1,5.7,916,152,0,10
5.7.1-c1-s1,5.7.1,2282,380,51,10
5.7.1-c1-s2,5.7.1,819,135,51,10
5.7.1-c2-s1,5.7.1,1718,277,0,6
5.7.1-c3-s1,5.7.1,2255,384,0,2
5.7.1-c3-s2,5.7.1,619,108,0,2
5.7.1-c4-s1,5.7.1,1559,256,26,2
5.7.1-c5-s1,5.7.1,196,31,0,6
5.7.1-c6-s1,5.7.1,775,131,0,2
5.7.2-c1-s1,5.7.2,138,20,97,10
5.7.2-c1-s2,5.7.2,1980,344,97,10
5.7.2-c1-s3,5.7.2,878,156,97,10
5.7.2-c1-s4,5.7.2,26,5,97,10
5.7.3-c1-s1,5.7.3,2588,415,14,9
5.7.3-c1-s2,5.7.3,887,140,14,9
5.7.3-c2-s1,5.7.3,1720,275,0,6
5.7.3-c3-s1,5.7.3,2210,359,151,4
5.7.3-c3-s2,5.7.3,2450,411,151,4
5.7.3-c3-s3,5.7.3,1020,165,151,4
5.7.3-c4-s1,5.7.3,1574,257,26,2
5.7.3-c5-s1,5.7.3,198,31,0,6
5.7.3-c6-s1,5.7.3,840,133,0,2
5.7.4-c1-s1,5.7.4,134,19,179,9
5.7.4-c1-s2,5.7.4,2002,350,179,9
5.7.4-c1-s3,5.7.4,1370,245,179,9
5.7.4-c1-s4,5.7.4,26,5,179,9
5.8-c1-s1,5.8,1261,209,0,6
5.8-c2-s1,5.8,1805,302,0,2
5.8-c3-s1,5.8,1137,190,0,11
5.8-c3-s2,5.8,1204,211,0,11
5.8-c3-s3,5.8,1716,300,0,11
5.8-c3-s4,5.8,484,77,0,11
5.8-c3-s5,5.8,1839,317,0,11
5.8-c3-s6,5.8,1802,312,0,11
5.8-c4-s1,5.8,1185,199,0,14
5.8-c4-s2,5.8,2131,355,0,14
5.8-c4-s3,5.8,1467,233,0,14
5.8-c4-s4,5.8,1578,271,0,14
5.8-c5-s1,5.8,2236,356,0,2
5.8-c6-s1,5.8,1985,317,0,7
5.8-c7-s1,5.8,475,78,0,4
